institution_name,12_Month_Enrollment
The Institute of Beauty and Wellness,124
Carrington College-Stockton,518
Carrington College-Citrus Heights,341
Trend Barber College,98
Euphoria Institute of Beauty Arts & Sciences-Summerlin,378
Columbia Southern University,12914
Arizona Culinary Institute,222
Healthcare Career College,688
Coastline Beauty College,383
Branford Academy of Hair and Cosmetology,18
Academy of Career Training,59
Miami Regional University,523
Paul Mitchell the School-Miami,105
Aveda Institute-South Florida,844
Aveda Institute-Tallahassee,956
Shear Excellence Hair Academy,108
Carlson College of Massage Therapy,41
MyComputerCareer at Indianapolis,303
Z Hair Academy,224
DiGrigoli School of Cosmetology,28
Millennium Training Institute,255
Elevate Salon Institute,134
The Salon Professional Academy-Battle Creek,29
Trend Setters School,73
Academy of Hair Design-Springfield,259
Corinth Academy of Cosmetology,119
Southeastern College-Charlotte,291
Yeshivas Be'er Yitzchok,80
Yeshiva Toras Chaim,253
Talmudical Seminary of Bobov,418
Center for Allied Health Education,362
Monroe 2 Orleans BOCES-Center for Workforce Development,135
Aveda Fredric's Institute-Cincinnati,460
MyComputerCareer at Columbus,2288
CDE Career Institute,170
Instituto Educativo Premier,344
Elite College of Cosmetology,26
Manuel and Theresa's School of Hair Design-Bryan,49
Southwest University at El Paso,3065
Paul Mitchell the School-Austin,231
Aveda Institute-Provo,164
Dixie Technical College,314
Victoria's Academy of Cosmetology,82
Paul Mitchell the School-San Antonio,409
CEM College-Bayamon,311
Bryant & Stratton College-Wauwatosa,1276
The Art Institute of Austin,129
Remington College-Houston Southeast Campus,333
Remington College-Shreveport Campus,511
TC Beauty,172
Patrick Henry College,264
The Hair Academy,77
Ross Medical Education Center-New Baltimore,118
Ross College-Sylvania,1022
Escuela De Troqueleria Y Herramentaje,98
Fortis Institute-Nashville,651
ATA College-Cincinnati,294
Elite Welding Academy LLC,100
Galen College of Nursing-Cincinnati,960
Strayer University-North Carolina,273
Strayer University-New Jersey,89
International Culinary Arts and Sciences Institute,42
Ohio Media School-Columbus,292
Ohio Medical Career College,143
The King's College,550
Chamberlain University-Illinois,4513
Chamberlain University-Ohio,346
Chamberlain University-Arizona,361
Bryan University,70
The Salon Professional Academy-Appleton,72
Milan Institute of Cosmetology-Vacaville,98
Milan Institute of Cosmetology-Reno,306
Ottawa University-Online,92
Paul Mitchell the School-Esani,421
Institute of Production and Recording,174
Paul Mitchell the School-Birmingham,198
Taft University System,3
Mayfield College,804
Academy of Esthetics and Cosmetology,34
Borner's Barber College,15
Paul Mitchell the School-Pasadena,242
San Francisco Institute of Esthetics & Cosmetology Inc,113
Laurus College,93
Healing Hands School of Holistic Health,295
Career Development Institute Inc,151
Auguste Escoffier School of Culinary Arts-Boulder,7385
Aspen University,1619
Denver College of Nursing,1242
Cambridge College of Healthcare & Technology,816
Cozmo Beauty School,41
Celebrity School of Beauty,627
Paul Mitchell the School-Atlanta,433
Evans Hairstyling College-Rexburg,75
Paul Mitchell the School-Rexburg,276
University of Aesthetics & Cosmetology,24
The University of Aesthetics & Cosmetology,45
Tricoci University of Beauty Culture-Chicago NW,190
Tricoci University of Beauty Culture-Glendale Heights,77
Tricoci University of Beauty Culture-Peoria,81
Tricoci University of Beauty Culture-Rockford,221
French Academy of Cosmetology,43
Paul Mitchell the School-Springfield,329
Mississippi Institute of Aesthetics Nails & Cosmetology,122
College of Western Idaho,4045
Aveda Institute-Chapel Hill,327
Total Image Beauty Academy,130
Jersey College,4999
American Institute of Medical Sciences & Education,586
Casal Institute of Nevada,432
Career School of NY,66
Yeshiva of Machzikai Hadas,544
Aveda Institute-Columbus,419
Paul Mitchell the School-Cincinnati,237
Hands on Therapy,41
MediaTech Institute-Dallas,298
Aveda Arts & Sciences Institute-San Antonio,519
Skin Science Institute,92
Fortis College-Dothan,285
Fortis Institute-Pensacola,750
Fortis College-Montgomery,538
Woodland Community College,2021
Dorsey College-Roseville,209
Fortis Institute-Birmingham,814
The Chicago School at Los Angeles,142
Cardiac and Vascular Institute of Ultrasound,90
Studio Academy of Beauty,974
California Nurses Educational Institute,241
Paul Mitchell the School-Sacramento,286
Providence Christian College,157
Oxford Academy of Hair Design Inc,78
Medical Institute of Palm Beach,209
Oliver Finley Academy of Cosmetology,343
National Career College,508
Aveda Institute-Chicago,180
Tricoci University of Beauty Culture-Libertyville,140
Tricoci University of Beauty Culture-Bridgeview,173
The Temple-A Paul Mitchell Partner School,283
Center for Massage,82
The Academy of Hair Design LLC,83
Toni & Guy Hairdressing Academy-Cranston,188
South Texas Training Center,358
Columbia College,541
Advanced Welding Institute,62
Paul Mitchell the School-Memphis,296
Pima Medical Institute-East Valley,785
Paul Mitchell the School-Cleveland,257
Paul Mitchell the School-Columbus,248
Empire Beauty School-Spring Lake Park,105
MediaTech Institute-Houston,143
Miller-Motte College-Raleigh,621
Lamson Institute,593
College of Hair Design-East Campus,101
Fortis College-Salt Lake City,670
Polytechnic University of Puerto Rico-Miami,27
Polytechnic University of Puerto Rico-Orlando,133
Ross Medical Education Center-Fort Wayne,243
Ross Medical Education Center-Battle Creek,61
"Josef's School of Hair, Skin & Body-Fargo",127
Miller-Motte College-McCann-Allentown,645
Salon Success Academy-Fontana,54
Salon Success Academy-Redlands,226
Strayer University-West Virginia,27
Paul Mitchell the School-Baton Rouge,201
San Joaquin Valley College-Hesperia,782
South Texas Vocational Technical Institute-Brownsville,404
Miller-Motte College-STVT-Corpus Christi,587
University of Minnesota-Rochester,500
Health And Style Institute,1272
CBT Technology Institute-Cutler Bay,163
Capri Beauty College,44
Milan Institute-Bakersfield,447
Homestead Schools,192
Carrington College-Las Vegas,455
Carrington College-Reno,645
Chamberlain University-Florida,346
Washington Barber College Inc,47
InterCoast Colleges-Rancho Cordova,241
Horizon University,25
Beyond 21st Century Beauty Academy,59
Angeles College,359
Angeles Institute,137
Paul Mitchell the School-Temecula,521
TIGI Hairdressing Academy Guilford,52
International Institute of Cosmetology,186
Emerald Coast Technical College,117
Immokalee Technical College,235
American Academy of Cosmetology,65
University of Fort Lauderdale,9
Aviation Institute of Maintenance-Orlando,326
Summit Salon Academy,161
Summit Salon Academy-Gainesville,69
Tenaj Salon Institute,163
Profile Institute of Barber-Styling,33
Keune Academy by 124,154
Pacific Rim Christian University,81
Paul Mitchell the School-Twin Falls,28
Ambria College of Nursing,75
Midwestern Career College,849
Paul Mitchell the School-Normal,120
Innovations Design Academy,22
Aveda Fredric's Institute-Indianapolis,357
Summit Salon Academy,181
Eric Fisher Academy,304
My Le's Beauty College,89
Southern Worcester County Regional Vocational School District,30
L'esprit Academy,86
Marketti Academy of Cosmetology,90
Avalon School of Cosmetology,26
American Business and Technology University,585
City Vision University,44
Bitterroot School of Cosmetology,20
Montana Academy of Salons,131
National Career Institute,300
Paul Mitchell the School-Albuquerque,217
International Academy of Style,197
EDP School,153
New York Medical Career Training Center,468
Institute of Culinary Education,48
The Salon Professional Academy-Tonawanda,88
Onondaga School of Therapeutic Massage-Syracuse,24
Paul Mitchell the School-NYC,54
Four County Career Center,58
Summit Salon Academy-Perrysburg,56
Portland Actors Conservatory,17
Somerset County Technology Center,91
Metro Beauty Academy,203
Academy for Careers and Technology,60
Aiken School of Cosmetology and Barbering,48
Love Beauty School Inc,66
Houston International College Cardiotech Ultrasound School,68
DuVall's School of Cosmetology,118
Texas Beauty College,8
Avenue Five Institute,459
The Salon Professional Academy-Lewisville,196
Renaissance Academie,108
Ascent College,7
Institute of Advanced Medical Esthetics,21
Aveda Arts & Sciences Institute Seattle,137
Northwest School of Wooden Boat Building,62
The Salon Professional Academy-Onalaska,99
West Coast University-Orange County,3186
West Coast University-Ontario,2803
Paul Mitchell the School-Chicago,230
Miller-Motte College-Fayetteville,666
Miller-Motte College-Columbus,657
The Art Institute of Virginia Beach,133
Fortis College-Indianapolis,575
Empire Beauty School-E Memphis,181
Empire Beauty School-Nashville,129
Empire Beauty School-Jackson,66
Empire Beauty School-Springfield,177
Empire Beauty School-Speedway,161
Empire Beauty School-Morrow,238
Strayer University-Arkansas,17
Strayer University-Georgia,788
Strayer University-Mississippi,22
Strayer University-South Carolina,261
Strayer University-Texas,343
The Art Institute of San Antonio,204
Empire Beauty School-S Memphis,129
Empire Beauty School-Charlotte,111
Empire Beauty School-Winston-Salem,89
Empire Beauty School-West Palm,89
Empire Beauty School-Pineville,103
Paul Mitchell the School-Phoenix,171
All Beauty College,11
Paul Mitchell the School-Modesto,309
Cosmo Beauty Academy,73
Paul Mitchell the School-Fresno,335
Unitek College,3545
Gurnick Academy of Medical Arts,3397
Paul Mitchell the School-East Bay,224
South University-Richmond,289
South University-Virginia Beach,338
Aveda Institute-Denver,578
Paul Mitchell the School-Colorado Springs,249
The Salon Professional Academy-Colorado Springs,74
Paul Mitchell the School-Delaware,121
Future-Tech Institute,58
Fred K Marchman Technical College,292
The Salon Professional Academy-Ft Myers,18
Universal Spa Training Academy,83
The Salon Professional Academy-Evansville,141
Tri County Regional Vocational Technical High School,43
Compass College of Film and Media,100
Nova Academy of Cosmetology,178
SAE Institute of Technology-New York,349
Sage School of Massage & Esthetics,47
Peloton College,259
ABC Beauty Academy,56
Salon & Spa Institute,85
American Beauty Academy,24
Summit Salon Academy,188
Paul Mitchell the School-Milwaukee,102
Touro University Worldwide,382
Touro University Nevada,98
Herzing University-Kenosha,515
Herzing University-Brookfield,359
Texas A&M University-San Antonio,3627
Fortis Institute,606
Southern Careers Institute-Brownsville,1028
Southern Careers Institute-Harlingen,871
Strayer University-Global Region,425
Kenneth Shuler School of Cosmetology-Florence,231
Fortis College-Columbia,752
Ross Medical Education Center-Davison,126
Ross Medical Education Center-Granger,278
Ross Medical Education Center-Niles,305
Ross Medical Education Center-Canton,221
Pima Medical Institute-Houston,1553
Illinois Media School-Chicago Campus,350
Miller-Motte College-STVT-San Antonio,1018
Concorde Career College-Dallas,1007
Concorde Career Institute-Orlando,590
Concorde Career College-San Antonio,1087
Johnson & Wales University-Online,505
Fairfax University of America,37
Geisinger-Lewistown Hospital School of Nursing,76
Moreno Valley College,2843
Onondaga School of Therapeutic Massage-Rochester,17
Norco College,2527
Dorsey College-Saginaw,363
Milan Institute of Cosmetology-La Quinta,192
Milan Institute-Boise,146
Milan Institute of Cosmetology-El Paso,477
Universal Technical Institute-Dallas Fort Worth,2351
ICPR Junior College,514
Artistic Nails and Beauty Academy-Lakeland,79
American Sentinel College of Nursing and Health Sciences,465
Hawaii Medical College,597
Carolina College of Hair Design Inc,58
Integrated Massage Therapy Services,30
Miller-Motte College-Jacksonville,564
Miller-Motte College-Augusta,926
Miller-Motte College-Conway,831
Aveda Institute-Portland,186
Chamberlain University-Virginia,278
Penrose Academy,471
Skin Institute,111
Beauty Academy of South Florida,312
Ogle School Hair Skin Nails-North Dallas,251
The Salon Professional Academy,186
The Salon Professional Academy-St Charles,155
Mildred Elley-New York Campus,1982
National Paralegal College,860
Carolina College of Biblical Studies,100
Northeast Technology Center,237
Allstate Hairstyling & Barber College,46
New York Film Academy,1993
International College of Cosmetology,311
Bella Capelli Academy,326
Institute of Medical Careers,813
Flagler Technical College,85
Galaxy Medical College,54
American Medical Sciences Center,70
Mandalyn Academy,53
Jose Maria Vargas University,51
D A Dorsey Technical College,15
Keweenaw Bay Ojibwa Community College,52
Meridian Institute of Surgical Assisting,965
Acaydia School of Aesthetics,97
Diamonds College,106
Paul Mitchell the School-St Louis,297
Taylor Andrews Academy of Hair Design-West Jordan,190
Santa Ana Beauty Academy,14
Manna University,82
Evolve Beauty Academy,27
Aveda Institute-New Mexico,159
American Trade School,118
Estelle Skin Care and Spa Institute,196
Paul Mitchell the School-Honolulu,181
Elite Cosmetology School,103
American Technical Institute,48
Bergin University of Canine Studies,36
Aveda Institute-Boise,45
Pima Medical Institute-Aurora,546
Capilo School of Hair Design,223
Pure Aesthetics Natural Skincare School,41
Lindsey Institute of Cosmetology,27
Buckner Barber School,47
Simmons College of Kentucky,189
Atelier Esthetique Institute of Esthetics,360
Advanced College of Cosmetology,32
North American University,308
United Beauty College,48
Cinta Aveda Institute,276
Long Island Nail Skin & Hair Institute,107
Keser Torah-Mayan Hatalmud,125
Southern California Health Institute,554
Best Care College,150
First Class Cosmetology School,105
Millennia Atlantic University,96
Abcott Institute,284
The Salon Professional Academy-Kenosha,188
Paul Mitchell the School-Indianapolis,181
Taylor Andrews Academy-St George,131
Protege Academy,74
Colorado Academy of Veterinary Technology,100
Northeast Technical Institute,312
Elite School of Cosmetology,153
Paul Mitchell the School-Las Vegas,257
Summit Salon Academy-Kokomo,142
Florida Academy,179
State Career College,170
Academy for Salon Professionals,90
Paul Mitchell the School-Spokane,226
International College of Beauty Arts & Sciences,62
The Salon Professional Academy,48
John Paul the Great Catholic University,328
University of Connecticut-Hartford Campus,1477
Ottawa University-Surprise,696
Chamberlain University-Missouri,215
Chamberlain University-Texas,452
Continental School of Beauty Culture-Mattydale,291
Carrington College-Ontario,202
Paul Mitchell the School-Columbia,240
Paul Mitchell the School-Charleston,217
Kenneth Shuler School of Cosmetology-Greenville,149
Northwest College-Eugene,182
Northwest College-Tualatin,85
San Joaquin Valley College-Hanford Classroom,214
CET-Soledad,235
UEI College-Oceanside,889
Paul Mitchell the School-New Orleans,222
UEI College-Garden Grove,1089
New England Tractor Trailer Training School of Massachusetts,785
Dewey University-Manati,416
Allen School-Phoenix,151
Oklahoma Technical College,219
Unitech Training Academy-Alexandria,311
Unitech Training Academy-Lake Charles,260
Aveda Institute-Los Angeles,277
UEI College-Riverside,1475
WellSpring School of Allied Health-Lawrence,70
Manuel and Theresa's School of Hair Design-Victoria,24
Tricoci University of Beauty Culture-Chicago NE,81
Los Angeles Pacific University,899
Avalon Institute-Phoenix,381
Avalon Institute-Layton,225
Aveda Institute-Des Moines,245
Fortis Institute-Lawrenceville,446
Miller-Motte College-Macon,448
South University-Savannah Online,3599
San Joaquin Valley College-Temecula,1070
Whitworth University-Adult Degree Programs,39
"Springfield College-Regional, Online, and Continuing Education",254
Marian Health Careers Center-Van Nuys Campus,156
Milan Institute-Las Vegas,374
Catholic Distance University,17
New York School of Esthetics & Day Spa,107
Panache Academy of Beauty,40
Finger Lakes Health College of Nursing & Health Sciences,20
ASI Career Institute,152
Christine Valmy International School of Esthetics & Cosmetology,80
City College-Hollywood,185
Paul Mitchell the School-Arlington,476
Paul Mitchell the School-Fort Myers,98
Paul Mitchell the School-Raleigh,151
CUNY Stella and Charles Guttman Community College,950
Lil Lou's Beauty and Barber College,49
Criswell College,116
Beverly Hills Design Institute,14
Reflections Academy of Beauty,58
UCAS University of Cosmetology Arts & Sciences-La Joya,12
Annenberg School of Nursing,25
American Medical Academy,666
Tooele Technical College,174
Chamberlain University-Georgia,405
Chamberlain University-Indiana,152
Carrington College-Mesquite,67
Sessions College for Professional Design,141
Tulsa Welding School-Jacksonville,433
Empire Beauty School-Virginia Beach,153
Ross Medical Education Center-Morgantown,110
Paul Mitchell the School-Ogden,32
Miami Ad School-New York,85
Larry's Barber College,176
Futura Career Institute,247
Flair Beauty College,91
Vogue College of Cosmetology-San Antonio Fredericksburg,66
Vogue College of Cosmetology,59
Tomorrow's Image Barber And Beauty Academy of Virginia,27
Medical Allied Career Center,81
Bais HaMedrash and Mesivta of Baltimore,73
Barber & Beauty Institute of New York,86
Salon Institute-Toledo Campus,179
Athena Career Academy,615
Yeshiva Gedolah Zichron Leyma,27
The Barber School,140
Be'er Yaakov Talmudic Seminary,640
Rio Grande Valley College,777
Alexander Academy,42
Aveda Institute-Tucson,171
Diamond Beauty College,121
Unitek College,218
University Academy of Hair Design,57
Paul Mitchell the School-Reno,224
Boise Barber College,104
Austin Kade Academy,207
Aesthetic Science Institute,165
Elaine Sterling Institute,443
Wade Gordon Hairdressing Academy,88
Mitsu Sato Hair Academy,75
FVI School of Nursing and Technology,911
SAE Institute of Technology-Atlanta,803
Academy di Firenze,19
SAE Institute of Technology-Miami,259
Colorado State University Global,2361
Paul Mitchell the School-Overland Park,192
Medspa Academies,334
Brighton Institute of Cosmetology,53
West Coast University-Dallas,1306
Empire Beauty School-Savannah,170
Ogle School Hair Skin Nails-Denton,150
Empire Beauty School-West Greensboro,144
Hays Academy of Hair Design,73
Bellus Academy,264
MotoRing Technical Training Institute,110
Unitek College,341
Medical Career Institute,228
Advance Beauty Techs Academy,173
Elevate Salon Institute-Westminster,87
Brand College,0
Hinton Barber and Beauty College,71
Advanced Career Institute,1163
Digital Film Academy,280
MyComputerCareer at Raleigh,2296
South University-Austin,360
Bryant & Stratton College-Online,6504
Ogle School Hair Skin Nails-San Antonio,353
Ideal Beauty Academy,14
Warner Pacific University Professional and Graduate Studies,469
Platt College-Riverside,664
Empire Beauty School-Glen Burnie,118
International School of Cosmetology,68
UEI College-Stockton,1117
Ross Medical Education Center-Dayton,181
Ross Medical Education Center-Ontario,125
Ross Medical Education Center-Bowling Green,142
Florida Institute of Technology-Online,1246
Rasmussen University-Kansas,413
Columbia Institute,242
School of Missionary Aviation Technology,56
California Miramar University,110
The College of Health Care Professions-Dallas,575
The College of Health Care Professions-Fort Worth,702
Shear Finesse Beauty Academy,37
Miami Media School,123
Academy of Salon Professionals,68
CyberTex Institute of Technology,534
New England Tractor Trailer Training School of CT-Bridgeport,989
Gemini School of Visual Arts & Communication,14
Designer Barber & Stylist School,78
Paul Mitchell the School-Woodbridge,139
College of the Muscogee Nation,172
The Salon Professional Academy-Huntsville,76
Midwives College of Utah,337
Aspen Beauty Academy of Laurel,69
M T Training Center,343
Berks Career & Technology Center,43
Carthage R9 School District-Carthage Technical Center,56
Grace Mission University,58
Verve College,241
Top Nails & Hair Beauty School,79
Santa Ana Beauty College,108
Shepherds College,95
Woodruff Medical and Wellness Training,249
Helms College,471
Ukiah Adult School,34
Riverside County Office of Education-School of Career Education,311
Institute of Health Sciences,211
Mid-South Christian College,22
New York Institute of Beauty,109
Ultrasound Medical Institute,156
Xavier College School of Nursing,145
Lawrence & Company College of Cosmetology,64
Kaizen Beauty Academy,103
Southern Texas Careers Academy,30
Sharp Edgez Barber Institute,101
The Salon Professional Academy-Nashville,49
Prestige Health & Beauty Sciences Academy,75
Grace School of Theology,49
Yeshiva Gedolah Kesser Torah,100
Universal Training Institute,257
Yeshiva Yesodei Hatorah,76
Center for the Healing Arts,3
Bonnie Joseph Academy of Cosmetology & Barbering,35
Healthcare Training Institute,103
J D Academy of Salon and Spa,151
Boca Beauty Academy,227
Paul Mitchell the School-Jersey Shore,103
City Pointe Beauty Academy,87
The Chrysm Institute of Esthetics,176
Belle Academy of Cosmetology LLC,10
Empire Beauty School-Augusta,91
South University-High Point,7
Empire Beauty School-Vernon Hills,72
Empire Beauty School-Stone Park,161
San Joaquin Valley College-Lancaster,352
Empire Beauty School-Rochester,89
Ross Medical Education Center-Kokomo,153
Ross Medical Education Center-Erlanger,195
Ross Medical Education Center-Charleston,257
InterCoast Colleges-Fairfield,260
Southern Careers Institute-San Antonio,1273
Milan Institute-Merced,495
Midwest Technical Institute-Missouri,731
Augusta University,4809
Middle Georgia State University,5507
Trenz Beauty Academy,111
Paul Mitchell the School-Denver,221
Academy of Interactive Entertainment,214
Arrojo Cosmetology School,100
Cosmetology Academy of Texarkana,112
Veritas Baptist College,92
Lynnes Welding Training,57
Aviation Institute of Maintenance-Las Vegas,454
UEI College-Bakersfield,1822
DeVry College of New York,856
DeVry University-Arizona,199
DeVry University-California,1426
DeVry University-Colorado,91
DeVry University-Florida,411
DeVry University-Georgia,771
DeVry University-Illinois,9404
DeVry University-Indiana,18
DeVry University-Missouri,48
DeVry University-Nevada,53
DeVry University-New Jersey,180
DeVry University-North Carolina,34
DeVry University-Ohio,351
DeVry University-Pennsylvania,89
DeVry University-Tennessee,31
DeVry University-Texas,252
DeVry University-Virginia,117
University of North Georgia,14065
South Georgia State College,1690
Northeastern University Professional Programs,2721
Florida Polytechnic University,1180
American Institute-Toms River,480
Alamo City Barber College,230
Arizona College-Mesa,535
American College of Healthcare and Technology,298
Antioch College,103
Texas A&M University-Central Texas,1117
Central Georgia Technical College,2349
Barber School of Pittsburgh,112
Innovate Salon Academy,214
Arizona State University Digital Immersion,15159
Louisiana Delta Community College,3074
Learnet Academy Inc,111
The Fab School,179
Networks Barber College,53
JB's Hair Design and Barber College,81
Paul Mitchell the School-Lombard,122
Paul Mitchell the School-Greenville,163
Barber and Beauty Academy of Pennsylvania,46
Delta College of Arts & Technology-Lafayette Campus,306
Delta College-Slidell Campus,191
Integrity College of Health,68
Electrical and HVAC/R Training Center,370
Alexander Paul Institute of Hair Design,83
California Technical Academy,968
More Tech Institute,112
Dorsey College-Dearborn,828
Neecee's Barber College,76
Bella Cosmetology and Barber College,75
Franklin Hair Academy School of Cosmetology,21
Ana G. Mendez University,332
Ohio Institute of Allied Health,117
Access Careers,530
Luckes Beauty Academy LLC,20
Total Transformation Institute of Cosmetology,39
Vibe Barber College,83
Champ's Barber School,21
Washington University of Science and Technology,140
East-West Healing Arts Institute,53
Standard Healthcare Services-College of Nursing,500
Philadelphia Technician Training,1049
Grace International Beauty School,108
Alliance Computing Solutions,19
InterAmerican Technical Institute,86
Bay Area Medical Academy,235
Mind Body Institute,81
Parisian Spa Institute,120
Creative Touch Cosmetology School,14
LaBarberia Institute of Hair,241
Bos-Man's Barber College,27
Lawrence & Company College of Cosmetology,51
High Desert Medical College,974
Paul Mitchell the School-Schenectady,161
Beyond Measure Barbering Institute,39
McDougle Technical  Institute,274
Barber Institute of Texas,29
Jupiter Beauty Academy,50
MedQuest College,765
First Coast Barber Academy,61
Debutantes School of Cosmetology and Nail Technology,62
Paul Mitchell The School-Farmington Hills,109
Paul Mitchell the School-Merrillville,134
TIGI Hairdressing Academy Newtown,144
Yahweh Beauty Academy,52
Arizona School of Integrative Studies,246
Lee Professional Institute,91
Park Place Premier Barber School,38
The Salon Professional Academy-San Jose,184
Ross Medical Education Center-Owensboro,73
Ross Medical Education Center-Evansville,166
Ross Medical Education Center-Johnson City,193
North-West College-Anaheim,488
North-West College-Long Beach,778
Taylor Andrews Academy of Hair Design-Provo,165
University of Florida-Online,2016
Ogle School Hair Skin Nails-Stafford,506
University of Phoenix-Arizona,109697
University of Phoenix-California,4863
University of Phoenix-Nevada,237
University of Phoenix-Texas,501
Tint School of Makeup & Cosmetology-Seattle,112
CEM College-Mayaguez,204
Minerva University,
University of West Los Angeles,0
Rabbinical College Ohr Yisroel,124
Aveda Institute-Phoenix,268
University of North Texas at Dallas,2155
Dermal Science International Aesthetics and Nail Academy,89
BridgeValley Community & Technical College,1214
Northwest College-Medford,150
Houston Training Schools-Gessner,160
Empire Beauty School-Buffalo,80
Paul Mitchell the School-Toledo,160
Georgia Military College,5975
SAE Institute of Technology-Chicago,179
Beau Monde Academy of Barbering and Cosmetology,179
Fountain of Youth Academy of Cosmetology,26
West Coast University-Miami,967
All Beauty College,49
Aparicio-Levy Technical College,139
The Vocational Nursing Institute Inc,29
Hollywood Institute of Beauty Careers-West Palm Beach,477
Hollywood Institute of Beauty Careers-Casselberry,495
Empire Beauty School-Cheltenham,130
Coachella Valley Beauty College-Hemet,139
Coastal Pines Technical College,990
Studio Beauty School,145
Latin Beauty Academy,184
Associated Barber College of San Diego,126
ABCO Technology,21
Lionel University,209
California Intercontinental University,6
Infinity College,300
Universal Healthcare Careers College,258
New Beginnings Beauty Academy,40
Dolce The Academy,33
American College of the Building Arts,92
River Valley School of Massage,14
Atlantis University,223
Westchester School for Medical & Dental Assistants,171
K & G 5 Star Barber College,20
Studio Incamminati,27
Salon Boutique Academy,197
GA Beauty & Barber School,71
The Recording Conservatory of Austin,55
VH Barber & Styling Academy,29
Bet Medrash Gadol Ateret Torah,162
Yeshiva Ohr Yisrael,49
Yeshiva Sholom Shachna,130
Bethlehem College & Seminary,114
Professional Academy of Cosmetology,9
Theatre of Arts,36
Westchester College of Nursing & Allied Health,10
Treasure Coast Technical College,81
American College of Barbering,143
Beth Medrash Meor Yitzchok,238
Mingo Extended Learning Center,20
San Ignacio University,191
ZMS The Academy,207
Valor Christian College,253
Bethany Global University,342
Bella Academy of Cosmetology,11
HVAC Technical Institute,126
United International College,90
San Francisco Film School,48
Center for Ultrasound Research & Education,201
Culinary Tech Center,215
Randolph Technical Center,24
AMG School of Nursing,237
Saint Michael College of Allied Health,147
Sandra Academy of Salon Services,97
California Jazz Conservatory,31
California Barber and Beauty College,76
Laredo CHI Academy Beauty School,101
Florida International Training Institute,201
Gould's Academy,257
Aviation Institute of Maintenance-Fremont,385
Paul Mitchell the School-Tulsa,260
PPG Technical College,295
Wave Leadership College,42
Academy of Professional Cosmetology,107
Empire Beauty School-Northlake,139
Ross Medical Education Center-Huntsville,252
Ross Medical Education Center-Knoxville,194
Ross Medical Education Center-Muncie,152
Cortiva Institute-Arlington,45
Tulsa Welding School-Houston,2362
Pima Medical Institute-El Paso,920
Pima Medical Institute-Phoenix,1361
Kennesaw State University,27561
Entourage Institute of Beauty and Esthetics,72
All Beauty College,22
Eastern Suffolk BOCES,10
Eastern Suffolk BOCES,14
Milligan University,768
Chamberlain University-Nevada,313
Chamberlain University-Michigan,237
Chamberlain University-New Jersey,520
Hussian College-Los Angeles,328
Paul Mitchell the School-Madison,59
The University of Tennessee Health Science Center,268
Unitech Training Academy-New Orleans,391
Wade Gordon Hairdressing Academy-Lubbock,132
Protege Academy,51
Emory University-Oxford College,989
Southern Regional Technical College,1659
Texas College of Cosmetology-Lubbock,88
Fortis College-Cuyahoga Falls,766
Jones Technical Institute,682
Texas State Technical College,3852
Aveda Institute Portland-Vancouver Campus,91
Arizona College of Nursing-Las Vegas,605
Florida Career College-Pembroke Pines,986
Florida Career College-West Palm Beach,1360
Florida Career College-Hialeah,980
Florida Career College-Lauderdale Lakes,1383
Florida Career College-Tampa,1075
Florida Career College-Jacksonville,860
Florida Career College-Boynton Beach,906
Florida Career College-Margate,1082
Florida Career College-Orlando,1728
UEI College-Phoenix,1332
Florida Career College-Houston,1217
Aveda Institute-Madison,46
Husson University,2480
Tricoci University of Beauty Culture-Elgin,75
Concorde Career College-Southaven,634
Universal Technical Institute-Southern California,1583
Northwest University-Center for Online and Extended Education,533
Celebrity Barber School,26
Academy of Interactive Entertainment,109
The Temple Annapolis-A Paul Mitchell Partner School,294
Yeshiva Zichron Aryeh,28
Butte County Regional Occupational Program,56
Arclabs,543
Top of the Line Barber College,26
Midfield Institute of Cosmetology,22
Felbry College,337
Regional Center for Border Health,302
B-Unique Beauty and Barber Academy,15
Kentucky Horseshoeing School,45
Tri-State Barber College,15
Image Maker Beauty Institute,81
Dalton Institute of Esthetics and Cosmetology,58
CAAN Academy of Nursing,91
Martinsburg College,1169
Alhambra Medical University,39
Central Yeshiva Beth Joseph,26
Garden State Science and Technology Institute,108
Barber Tech Academy,42
Abraham Lincoln University,60
Construction Training Center,52
Med College,86
Huntington University of Health Sciences,42
Sonoran Desert Institute,1631
Yeshivas Maharit D'Satmar,114
Natural Images Beauty College,48
Williams Technical College,112
PiBerry Institute,143
Ea La Mar's Cosmetology & Barber College,28
Regina Webb Academy,30
Medical Career & Technical College,224
Center for Neurosomatic Studies,26
Focus Personal Training Institute,129
Hair Academy School of Barbering & Beauty,22
Fosbre Academy of Hair Design,124
National Personal Training Institute,78
Mission Beauty Institute,26
Elim Bible Institute and College,89
Beth Medrash of Asbury Park,90
Hope College of Arts and Sciences,271
Yeshiva Gedolah Shaarei Shmuel,99
Premier Barber Institute,103
International Beauty Education Center,72
Phipps Academy of Barbering,4
Hoss Lee Academy,146
Kenny's Academy of Barbering,114
Seattle Film Institute,77
California College of Music,
Christian Culinary Academy,
Glitz School of Cosmetology,178
Indiana Wesleyan University-National & Global,8761
Northeast Lakeview College,2064
Paul Mitchell the School-Jessup,150
John Patrick University of Health and Applied Sciences,51
University of Saint Katherine,223
